Year,Team,Week,OppTeam
2012,South Carolina,2,East Carolina
2012,South Carolina,3,UAB
2012,South Carolina,4,Missouri
2012,South Carolina,5,Kentucky
2012,South Carolina,6,Georgia
2012,South Carolina,7,LSU
2012,South Carolina,8,Florida
2012,South Carolina,9,Tennessee
2012,South Carolina,10,na 
2012,South Carolina,11,Arkansas
2012,South Carolina,12,Wofford
2012,South Carolina,13,Clemson
2012,South Carolina,15,Michigan
2012,South Florida,1,Chattanooga
2012,South Florida,2,Nevada
2012,South Florida,3,Rutgers
2012,South Florida,4,Ball State
2012,South Florida,5,Florida State
2012,South Florida,6,Temple
2012,South Florida,7,na 
2012,South Florida,8,Louisville
2012,South Florida,9,Syracuse
2012,South Florida,10,Connecticut
2012,South Florida,11,na 
2012,South Florida,12,Miami
2012,South Florida,13,Cincinnati
2012,South Florida,14,Pittsburgh
2012,USC,1,Hawaii
2012,USC,2,Syracuse
2012,USC,3,Stanford
2012,USC,4,California
2012,USC,5,na 
2012,USC,6,Utah
2012,USC,7,Washington
2012,USC,8,Colorado
2012,USC,9,Arizona
2012,USC,10,Oregon
2012,USC,11,Arizona State
2012,USC,12,UCLA
2012,USC,13,Notre Dame
2012,USC,15,Georgia Tech
2012,Southern Miss,1,Nebraska
2012,Southern Miss,2,na 
2012,Southern Miss,3,East Carolina
2012,Southern Miss,4,Western Kentucky
2012,Southern Miss,5,Louisville
2012,Southern Miss,6,Boise State
2012,Southern Miss,7,UCF
2012,Southern Miss,8,Marshall
2012,Southern Miss,9,Rice
2012,Southern Miss,10,UAB
2012,Southern Miss,11,SMU
2012,Southern Miss,12,UTEP
2012,Southern Miss,13,Memphis
2012,Stanford,1,San Jose State
2012,Stanford,2,Duke
2012,Stanford,3,USC
2012,Stanford,4,na 
2012,Stanford,5,Washington
2012,Stanford,6,Arizona
2012,Stanford,7,Notre Dame
2012,Stanford,8,California
2012,Stanford,9,Washington State
2012,Stanford,10,Colorado
2012,Stanford,11,Oregon State
2012,Stanford,12,Oregon
2012,Stanford,13,UCLA
2012,Stanford,14,UCLA
2012,Stanford,15,Wisconsin
2012,Syracuse,1,Northwestern
2012,Syracuse,2,USC
2012,Syracuse,3,Stony Brook
2012,Syracuse,4,Minnesota
2012,Syracuse,5,na 
2012,Syracuse,6,Pittsburgh
2012,Syracuse,7,Rutgers
2012,Syracuse,8,Connecticut
2012,Syracuse,9,South Florida
2012,Syracuse,10,Cincinnati
2012,Syracuse,11,Louisville
2012,Syracuse,12,Missouri
2012,Syracuse,13,Temple
2012,Syracuse,15,West Virginia
2012,TCU,1,na 
2012,TCU,2,Grambling State
2012,TCU,3,Kansas
2012,TCU,4,Virginia
2012,TCU,5,SMU
2012,TCU,6,Iowa State
2012,TCU,7,Baylor
2012,TCU,8,Texas Tech
2012,TCU,9,Oklahoma State
2012,TCU,10,West Virginia
2012,TCU,11,Kansas State
2012,TCU,12,na 
2012,TCU,13,Texas
2012,TCU,14,Oklahoma
2012,TCU,15,Michigan State
2012,Temple,1,Villanova
2012,Temple,2,Maryland
2012,Temple,3,na 
2012,Temple,4,Penn State
2012,Temple,5,na 
2012,Temple,6,South Florida
2012,Temple,7,Connecticut
2012,Temple,8,Rutgers
2012,Temple,9,Pittsburgh
2012,Temple,10,Louisville
2012,Temple,11,Cincinnati
2012,Temple,12,Army
2012,Temple,13,Syracuse
2012,Tennessee,1,NC State
2012,Tennessee,2,Georgia State
2012,Tennessee,3,Florida
2012,Tennessee,4,Akron
2012,Tennessee,5,Georgia
2012,Tennessee,6,na 
2012,Tennessee,7,Mississippi State
2012,Tennessee,8,Alabama
2012,Tennessee,9,South Carolina
2012,Tennessee,10,Troy
2012,Tennessee,11,Missouri
2012,Tennessee,12,Vanderbilt
2012,Tennessee,13,Kentucky
2012,Texas,1,Wyoming
2012,Texas,2,New Mexico
2012,Texas,3,Mississippi
2012,Texas,4,na 
2012,Texas,5,Oklahoma State
2012,Texas,6,West Virginia
2012,Texas,7,Oklahoma
2012,Texas,8,Baylor
2012,Texas,9,Kansas
2012,Texas,10,Texas Tech
2012,Texas,11,Iowa State
2012,Texas,12,na 
2012,Texas,13,TCU
2012,Texas,14,Kansas State
2012,Texas,15,Oregon State
2012,Texas A&M,1,na 
2012,Texas A&M,2,Florida
2012,Texas A&M,3,SMU
2012,Texas A&M,4,South Carolina State
2012,Texas A&M,5,Arkansas
2012,Texas A&M,6,Mississippi
2012,Texas A&M,7,Louisiana Tech
2012,Texas A&M,8,LSU
2012,Texas A&M,9,Auburn
2012,Texas A&M,10,Mississippi State
2012,Texas A&M,11,Alabama
2012,Texas A&M,12,Sam Houston State
2012,Texas A&M,13,Missouri
2012,Texas A&M,15,Oklahoma
2012,Texas Tech,1,Northwestern State
2012,Texas Tech,2,Texas State
2012,Texas Tech,3,New Mexico
2012,Texas Tech,4,na 
2012,Texas Tech,5,Iowa State
2012,Texas Tech,6,Oklahoma
2012,Texas Tech,7,West Virginia
2012,Texas Tech,8,TCU
2012,Texas Tech,9,Kansas State
2012,Texas Tech,10,Texas
2012,Texas Tech,11,Kansas
2012,Texas Tech,12,Oklahoma State
2012,Texas Tech,13,Baylor
2012,Texas Tech,15,Minnesota
2012,Toledo,1,Arizona
2012,Toledo,2,Wyoming
2012,Toledo,3,Bowling Green
2012,Toledo,4,Coastal Carolina
2012,Toledo,5,Western Michigan
2012,Toledo,6,Central Michigan
2012,Toledo,7,Eastern Michigan
2012,Toledo,8,Cincinnati
2012,Toledo,9,Buffalo
2012,Toledo,10,na 
2012,Toledo,11,Ball State
2012,Toledo,12,Northern Illinois
2012,Toledo,13,Akron
2012,Toledo,15,Utah State
2012,Troy,1,UAB
2012,Troy,2,Louisiana-Lafayette
2012,Troy,3,Mississippi State
2012,Troy,4,North Texas
2012,Troy,5,South Alabama
2012,Troy,6,na 
2012,Troy,7,Western Kentucky
2012,Troy,8,FIU
2012,Troy,9,Florida Atlantic
2012,Troy,10,Tennessee
2012,Troy,11,Navy
2012,Troy,12,Arkansas State
2012,Troy,13,Middle Tennessee
2012,Tulane,1,Rutgers
2012,Tulane,2,Tulsa
2012,Tulane,3,na 
2012,Tulane,4,Mississippi
2012,Tulane,5,Louisiana-Monroe
2012,Tulane,6,Louisiana-Lafayette
2012,Tulane,7,SMU
2012,Tulane,8,UTEP
2012,Tulane,9,UAB
2012,Tulane,10,Rice
2012,Tulane,11,Memphis
2012,Tulane,12,East Carolina
2012,Tulane,13,Houston
2012,Tulsa,1,Iowa State
2012,Tulsa,2,Tulane
2012,Tulsa,3,Nicholls State
2012,Tulsa,4,Fresno State
2012,Tulsa,5,UAB
2012,Tulsa,6,Marshall
2012,Tulsa,7,UTEP
2012,Tulsa,8,Rice
2012,Tulsa,9,na 
2012,Tulsa,10,Arkansas
2012,Tulsa,11,Houston
2012,Tulsa,12,UCF
2012,Tulsa,13,SMU
2012,Tulsa,14,UCF
2012,Tulsa,15,Iowa State
2012,UAB,1,Troy
2012,UAB,2,na 
2012,UAB,3,South Carolina
2012,UAB,4,Ohio State
2012,UAB,5,Tulsa
2012,UAB,6,Southeastern Louisiana
2012,UAB,7,Houston
2012,UAB,8,East Carolina
2012,UAB,9,Tulane
2012,UAB,10,Southern Miss
2012,UAB,11,Marshall
2012,UAB,12,Memphis
2012,UAB,13,UCF
2012,UCF,1,Akron
2012,UCF,2,Ohio State
2012,UCF,3,FIU
2012,UCF,4,na 
2012,UCF,5,Missouri
2012,UCF,6,East Carolina
2012,UCF,7,Southern Miss
2012,UCF,8,Memphis
2012,UCF,9,Marshall
2012,UCF,10,SMU
2012,UCF,11,UTEP
2012,UCF,12,Tulsa
2012,UCF,13,UAB
2012,UCF,14,Tulsa
2012,UCF,15,Ball State
2012,UCLA,1,Rice
2012,UCLA,2,Nebraska
2012,UCLA,3,Houston
2012,UCLA,4,Oregon State
2012,UCLA,5,Colorado
2012,UCLA,6,California
2012,UCLA,7,Utah
2012,UCLA,8,na 
2012,UCLA,9,Arizona State
2012,UCLA,10,Arizona
2012,UCLA,11,Washington State
2012,UCLA,12,USC
2012,UCLA,13,Stanford
2012,UCLA,14,Stanford
2012,UCLA,15,Baylor
2012,UNLV,1,Minnesota
2012,UNLV,2,Northern Arizona
2012,UNLV,3,Washington State
2012,UNLV,4,Air Force
2012,UNLV,5,Utah State
2012,UNLV,6,Louisiana Tech
2012,UNLV,7,Nevada
2012,UNLV,8,Boise State
2012,UNLV,9,San Diego State
2012,UNLV,10,New Mexico
2012,UNLV,11,Colorado State
2012,UNLV,12,Wyoming
2012,UNLV,13,Hawaii
2012,Utah,1,Northern Colorado
2012,Utah,2,Utah State
2012,Utah,3,BYU
2012,Utah,4,Arizona State
2012,Utah,5,na 
2012,Utah,6,USC
2012,Utah,7,UCLA
2012,Utah,8,Oregon State
2012,Utah,9,California
2012,Utah,10,Washington State
2012,Utah,11,Washington
2012,Utah,12,Arizona
2012,Utah,13,Colorado
2012,Utah State,1,Southern Utah
2012,Utah State,2,Utah
2012,Utah State,3,Wisconsin
2012,Utah State,4,Colorado State
2012,Utah State,5,UNLV
2012,Utah State,6,BYU
2012,Utah State,7,San Jose State
2012,Utah State,8,New Mexico State
2012,Utah State,9,UTSA
2012,Utah State,10,Texas State
2012,Utah State,11,na 
2012,Utah State,12,Louisiana Tech
2012,Utah State,13,Idaho
2012,Utah State,15,Toledo
2012,UTEP,1,Oklahoma
2012,UTEP,2,Mississippi
2012,UTEP,3,New Mexico State
2012,UTEP,4,Wisconsin
2012,UTEP,5,East Carolina
2012,UTEP,6,SMU
2012,UTEP,7,Tulsa
2012,UTEP,8,Tulane
2012,UTEP,9,Houston
2012,UTEP,10,na 
2012,UTEP,11,UCF
2012,UTEP,12,Southern Miss
2012,UTEP,13,Rice
2012,Vanderbilt,1,South Carolina
2012,Vanderbilt,2,Northwestern
2012,Vanderbilt,3,Presbyterian
2012,Vanderbilt,4,Georgia
2012,Vanderbilt,5,na 
2012,Vanderbilt,6,Missouri
2012,Vanderbilt,7,Florida
2012,Vanderbilt,8,Auburn
2012,Vanderbilt,9,Massachusetts
2012,Vanderbilt,10,Kentucky
2012,Vanderbilt,11,Mississippi
2012,Vanderbilt,12,Tennessee
2012,Vanderbilt,13,Wake Forest
2012,Vanderbilt,15,NC State
2012,Virginia,1,Richmond
2012,Virginia,2,Penn State
2012,Virginia,3,Georgia Tech
2012,Virginia,4,TCU
2012,Virginia,5,Louisiana Tech
2012,Virginia,6,Duke
2012,Virginia,7,Maryland
2012,Virginia,8,Wake Forest
2012,Virginia,9,na 
2012,Virginia,10,NC State
2012,Virginia,11,Miami
2012,Virginia,12,North Carolina
2012,Virginia,13,Virginia Tech
2012,Virginia Tech,1,Georgia Tech
2012,Virginia Tech,2,Austin Peay
2012,Virginia Tech,3,Pittsburgh
2012,Virginia Tech,4,Bowling Green
2012,Virginia Tech,5,Cincinnati
2012,Virginia Tech,6,North Carolina
2012,Virginia Tech,7,Duke
2012,Virginia Tech,8,Clemson
2012,Virginia Tech,9,na 
2012,Virginia Tech,10,Miami
2012,Virginia Tech,11,Florida State
2012,Virginia Tech,12,Boston College
2012,Virginia Tech,13,Virginia
2012,Virginia Tech,15,Rutgers
2012,Western Kentucky,1,Austin Peay
2012,Western Kentucky,2,Alabama
2012,Western Kentucky,3,Kentucky
2012,Western Kentucky,4,Southern Miss
2012,Western Kentucky,5,Arkansas State
2012,Western Kentucky,6,na 
2012,Western Kentucky,7,Troy
2012,Western Kentucky,8,Louisiana-Monroe
2012,Western Kentucky,9,FIU
2012,Western Kentucky,10,Middle Tennessee
2012,Western Kentucky,11,Florida Atlantic
2012,Western Kentucky,12,Louisiana-Lafayette
2012,Western Kentucky,13,North Texas
2012,Western Kentucky,15,Central Michigan
2012,Western Michigan,1,Illinois
2012,Western Michigan,2,Eastern Illinois
2012,Western Michigan,3,Minnesota
2012,Western Michigan,4,Connecticut
2012,Western Michigan,5,Toledo
2012,Western Michigan,6,Massachusetts
2012,Western Michigan,7,Ball State
2012,Western Michigan,8,Kent State
2012,Western Michigan,9,Northern Illinois
2012,Western Michigan,10,Central Michigan
2012,Western Michigan,11,Buffalo
2012,Western Michigan,12,Eastern Michigan
2012,Wake Forest,1,Liberty
2012,Wake Forest,2,North Carolina
2012,Wake Forest,3,Florida State
2012,Wake Forest,4,Army
2012,Wake Forest,5,Duke
2012,Wake Forest,6,Maryland
2012,Wake Forest,7,na 
2012,Wake Forest,8,Virginia
2012,Wake Forest,9,Clemson
2012,Wake Forest,10,Boston College
2012,Wake Forest,11,NC State
2012,Wake Forest,12,Notre Dame
2012,Wake Forest,13,Vanderbilt
2012,Washington,1,San Diego State
2012,Washington,2,LSU
2012,Washington,3,Portland State
2012,Washington,4,na 
2012,Washington,5,Stanford
2012,Washington,6,Oregon
2012,Washington,7,USC
2012,Washington,8,Arizona
2012,Washington,9,Oregon State
2012,Washington,10,California
2012,Washington,11,Utah
2012,Washington,12,Colorado
2012,Washington,13,Washington State
2012,Washington,15,Boise State
2012,Washington State,1,BYU
2012,Washington State,2,Eastern Washington
2012,Washington State,3,UNLV
2012,Washington State,4,Colorado
2012,Washington State,5,Oregon
2012,Washington State,6,Oregon State
2012,Washington State,7,California
2012,Washington State,8,na 
2012,Washington State,9,Stanford
2012,Washington State,10,Utah
2012,Washington State,11,UCLA
2012,Washington State,12,Arizona State
2012,Washington State,13,Washington
2012,West Virginia,1,Marshall
2012,West Virginia,2,na 
2012,West Virginia,3,James Madison
2012,West Virginia,4,Maryland
2012,West Virginia,5,Baylor
2012,West Virginia,6,Texas
2012,West Virginia,7,Texas Tech
2012,West Virginia,8,Kansas State
2012,West Virginia,9,na 
2012,West Virginia,10,TCU
2012,West Virginia,11,Oklahoma State
2012,West Virginia,12,Oklahoma
2012,West Virginia,13,Iowa State
2012,West Virginia,14,Kansas
2012,West Virginia,15,Syracuse
2012,Wisconsin,1,Northern Iowa
2012,Wisconsin,2,Oregon State
2012,Wisconsin,3,Utah State
2012,Wisconsin,4,UTEP
2012,Wisconsin,5,Nebraska
2012,Wisconsin,6,Illinois
2012,Wisconsin,7,Purdue
2012,Wisconsin,8,Minnesota
2012,Wisconsin,9,Michigan State
2012,Wisconsin,10,na 
2012,Wisconsin,11,Indiana
2012,Wisconsin,12,Ohio State
2012,Wisconsin,13,Penn State
2012,Wisconsin,14,Nebraska
2012,Wisconsin,15,Stanford
2012,Wyoming,1,Texas
2012,Wyoming,2,Toledo
2012,Wyoming,3,Cal Poly
2012,Wyoming,4,Idaho
2012,Wyoming,5,na 
2012,Wyoming,6,Nevada
2012,Wyoming,7,Air Force
2012,Wyoming,8,Fresno State
2012,Wyoming,9,Boise State
2012,Wyoming,10,Colorado State
2012,Wyoming,11,New Mexico
2012,Wyoming,12,UNLV
2012,Wyoming,13,San Diego State
2013,Air Force,1,Colgate
2013,Air Force,2,Utah State
2013,Air Force,3,Boise State
2013,Air Force,4,Wyoming
2013,Air Force,5,Nevada
2013,Air Force,6,Navy
2013,Air Force,7,San Diego State
2013,Air Force,8,na 
2013,Air Force,9,Notre Dame
2013,Air Force,10,Army
2013,Air Force,11,New Mexico
2013,Air Force,12,na 
2013,Air Force,13,UNLV
2013,Air Force,14,Colorado State
2013,Akron,1,UCF
2013,Akron,2,James Madison
2013,Akron,3,Michigan
2013,Akron,4,Louisiana-Lafayette
2013,Akron,5,Bowling Green
2013,Akron,6,Ohio
2013,Akron,7,Northern Illinois
2013,Akron,8,"Miami, OH"
2013,Akron,9,Ball State
2013,Akron,10,Kent State
2013,Akron,11,na 
2013,Akron,12,Massachusetts
2013,Akron,13,na 
2013,Akron,14,Toledo
2013,Alabama,1,Virginia Tech
2013,Alabama,2,na 
2013,Alabama,3,Texas A&M
2013,Alabama,4,Colorado State
2013,Alabama,5,Mississippi  
2013,Alabama,6,Georgia State
2013,Alabama,7,Kentucky
2013,Alabama,8,Arkansas
2013,Alabama,9,Tennessee
2013,Alabama,10,na 
2013,Alabama,11,LSU
2013,Alabama,12,Mississippi State
2013,Alabama,13,Chattanooga
2013,Alabama,14,Auburn
2013,Alabama,16,Oklahoma
2013,Arizona,1,Northern Arizona
2013,Arizona,2,UNLV
2013,Arizona,3,UTSA
2013,Arizona,4,na 
2013,Arizona,6,na 
2013,Arizona,7,USC
2013,Arizona,8,Utah
2013,Arizona,9,Colorado
2013,Arizona,10,California
2013,Arizona,11,UCLA
2013,Arizona,12,Washington State
2013,Arizona,13,Oregon
2013,Arizona,14,Arizona State
2013,Arizona,16,Boston College
2013,Arizona  ,5,Washington
2013,Arizona State,1,na 
2013,Arizona State,2,Sacramento State
2013,Arizona State,3,Wisconsin
2013,Arizona State,4,Stanford
2013,Arizona State,5,USC
2013,Arizona State,6,Notre Dame
2013,Arizona State,7,Colorado
2013,Arizona State,8,Washington
2013,Arizona State,9,na 
2013,Arizona State,10,Washington State
2013,Arizona State,11,Utah
2013,Arizona State,12,Oregon State
2013,Arizona State,13,UCLA
2013,Arizona State,14,Arizona
2013,Arizona State,15,Stanford
2013,Arizona State,16,Texas Tech
2013,Arkansas,1,Louisiana-Lafayette
2013,Arkansas,2,Samford
2013,Arkansas,3,Southern Miss
2013,Arkansas,4,Rutgers
2013,Arkansas,5,Texas A&M
2013,Arkansas,6,Florida
2013,Arkansas,7,South Carolina
2013,Arkansas,8,Alabama
2013,Arkansas,9,na 
2013,Arkansas,10,Auburn
2013,Arkansas,11,Mississippi
2013,Arkansas,12,na 
2013,Arkansas,13,Mississippi State
2013,Arkansas,14,LSU
2013,Arkansas State,1,Arkansas-Pine Bluff
2013,Arkansas State,2,Auburn
2013,Arkansas State,3,Troy
2013,Arkansas State,4,Memphis
2013,Arkansas State,5,Missouri
2013,Arkansas State,6,na 
2013,Arkansas State,7,Idaho
2013,Arkansas State,8,na 
2013,Arkansas State,9,Louisiana-Lafayette
2013,Arkansas State,10,South Alabama
2013,Arkansas State,11,Louisiana-Monroe
2013,Arkansas State,12,Texas State
2013,Arkansas State,13,Georgia State
2013,Arkansas State,14,Western Kentucky
2013,Arkansas State,16,Ball State
2013,Army,1,Morgan State
2013,Army,2,Ball State
2013,Army,3,Stanford
2013,Army,4,Wake Forest
2013,Army,5,Louisiana Tech
2013,Army,6,Boston College
2013,Army,7,Eastern Michigan
2013,Army,8,Temple
2013,Army,9,na 
2013,Army,10,Air Force
2013,Army,11,Western Kentucky
2013,Army,12,na 
2013,Army,13,na 
2013,Army,14,Hawaii
2013,Army,15,na 
2013,Army,16,Navy
2013,Auburn,1,Washington State
2013,Auburn,2,Arkansas State
2013,Auburn,3,Mississippi State
2013,Auburn,4,LSU
2013,Auburn,5,na 
2013,Auburn,6,Mississippi
2013,Auburn,7,Western Carolina
2013,Auburn,8,Texas A&M
2013,Auburn,9,Florida Atlantic
2013,Auburn,10,Arkansas
2013,Auburn,11,Tennessee
2013,Auburn,12,Georgia
2013,Auburn,13,na 
2013,Auburn,14,Alabama
2013,Auburn,15,Missouri
2013,Auburn,16,Florida State
2013,Ball State,1,Illinois State
2013,Ball State,2,Army
2013,Ball State,3,North Texas
2013,Ball State,4,Eastern Michigan
2013,Ball State,5,Toledo
2013,Ball State,6,Virginia
2013,Ball State,7,Kent State
2013,Ball State,8,Western Michigan
2013,Ball State,9,Akron
2013,Ball State,10,na 
2013,Ball State,11,Central Michigan
2013,Ball State,12,Northern Illinois
2013,Ball State,13,na 
2013,Ball State,14,"Miami, OH"
2013,Ball State,16,Arkansas State
2013,Baylor,1,Wofford
2013,Baylor,2,Buffalo
2013,Baylor,3,na 
2013,Baylor,4,Louisiana-Monroe
2013,Baylor,5,na 
2013,Baylor,6,West Virginia
2013,Baylor,7,Kansas State
2013,Baylor,8,Iowa State
2013,Baylor,9,Kansas
2013,Baylor,10,na 
2013,Baylor,11,Oklahoma  
2013,Baylor,12,Texas Tech
2013,Baylor,13,Oklahoma State
2013,Baylor,14,TCU
2013,Baylor,15,Texas
2013,Baylor,16,UCF
2013,Boise State,1,Washington
2013,Boise State,2,Tennessee-Martin
2013,Boise State,3,Air Force
2013,Boise State,4,Fresno State
2013,Boise State,5,Southern Miss
2013,Boise State,6,na 
2013,Boise State,7,Utah State
2013,Boise State,8,Nevada
2013,Boise State,9,BYU
2013,Boise State,10,Colorado State
2013,Boise State,11,na 
2013,Boise State,12,Wyoming
2013,Boise State,13,San Diego State
2013,Boise State,14,New Mexico
2013,Boise State,16,Oregon State
2013,Boston College,1,Villanova
2013,Boston College,2,Wake Forest
2013,Boston College,3,USC
2013,Boston College,4,na 
2013,Boston College,5,Florida State
2013,Boston College,6,Army
2013,Boston College,7,Clemson
2013,Boston College,8,na 
2013,Boston College,9,North Carolina
2013,Boston College,10,Virginia Tech
2013,Boston College,11,New Mexico State
2013,Boston College,12,NC State
2013,Boston College,13,Maryland
2013,Boston College,14,Syracuse
2013,Boston College,16,Arizona
2013,Bowling Green,1,Tulsa
2013,Bowling Green,2,Kent State
2013,Bowling Green,3,Indiana
2013,Bowling Green,4,Murray State
2013,Bowling Green,5,Akron
2013,Bowling Green,6,Massachusetts
2013,Bowling Green,7,Mississippi State
2013,Bowling Green,8,na 
2013,Bowling Green,9,Toledo
2013,Bowling Green,10,na 
2013,Bowling Green,11,"Miami, OH"
2013,Bowling Green,12,Ohio
2013,Bowling Green,13,Eastern Michigan
2013,Bowling Green,14,Buffalo
2013,Bowling Green,15,Northern Illinois
2013,Bowling Green,16,Pittsburgh
2013,Buffalo,1,Ohio State
2013,Buffalo,2,Baylor
2013,Buffalo,3,Stony Brook
2013,Buffalo,4,na 
2013,Buffalo,5,Connecticut
2013,Buffalo,6,Eastern Michigan
2013,Buffalo,7,Western Michigan
2013,Buffalo,8,Massachusetts
2013,Buffalo,9,Kent State
2013,Buffalo,10,na 
2013,Buffalo,11,Ohio
2013,Buffalo,12,Toledo
2013,Buffalo,13,"Miami, OH"
2013,Buffalo,14,Bowling Green
2013,Buffalo,16,San Diego State
2013,BYU,1,Virginia
2013,BYU,2,Texas
2013,BYU,3,na 
2013,BYU,4,Utah
2013,BYU,5,Middle Tennessee
2013,BYU,6,Utah State
2013,BYU,7,Georgia Tech
2013,BYU,8,Houston
2013,BYU,9,Boise State
2013,BYU,10,na 
2013,BYU,11,Wisconsin
2013,BYU,12,Idaho State
2013,BYU,13,Notre Dame
2013,BYU,14,Nevada
2013,BYU,16,Washington  
2013,Central Michigan,1,Michigan
2013,Central Michigan,2,New Hampshire
2013,Central Michigan,3,UNLV
2013,Central Michigan,4,Toledo
2013,Central Michigan,5,NC State
2013,Central Michigan,6,"Miami, OH"
2013,Central Michigan,7,Ohio
2013,Central Michigan,8,Northern Illinois
2013,Central Michigan,9,na 
2013,Central Michigan,10,na 
2013,Central Michigan,11,Ball State
2013,Central Michigan,12,Western Michigan
2013,Central Michigan,13,Massachusetts
2013,Central Michigan,14,Eastern Michigan
2013,California,1,Northwestern
2013,California,2,Portland State
2013,California,3,Ohio State
2013,California,4,na 
2013,California,5,Oregon
2013,California,6,Washington State
2013,California,7,UCLA
2013,California,8,Oregon State
2013,California,9,Washington
2013,California,10,Arizona
2013,California,11,USC
2013,California,12,Colorado
2013,California,13,Stanford
2013,Cincinnati,1,Purdue
2013,Cincinnati,2,Illinois
2013,Cincinnati,3,Northwestern State
2013,Cincinnati,4,"Miami, OH"
2013,Cincinnati,5,na 
2013,Cincinnati,6,South Florida
2013,Cincinnati,7,Temple
2013,Cincinnati,8,Connecticut
2013,Cincinnati,9,na 
2013,Cincinnati,10,Memphis
2013,Cincinnati,11,SMU
2013,Cincinnati,12,Rutgers
2013,Cincinnati,13,Houston
2013,Cincinnati,14,na 
2013,Cincinnati,15,Louisville
2013,Cincinnati,16,North Carolina
2013,Clemson,1,Georgia
2013,Clemson,2,South Carolina State
2013,Clemson,3,na 
2013,Clemson,4,NC State
2013,Clemson,5,Wake Forest
2013,Clemson,6,Syracuse
2013,Clemson,7,Boston College
2013,Clemson,8,Florida State
2013,Clemson,9,Maryland
2013,Clemson,10,Virginia
2013,Clemson,11,na 
2013,Clemson,12,Georgia Tech
2013,Clemson,13,Citadel
2013,Clemson,14,South Carolina
2013,Clemson,16,Ohio State
2013,Colorado,1,Colorado State
2013,Colorado  ,2,Central Arkansas
2013,Colorado,3,Fresno State
2013,Colorado,4,na 
2013,Colorado  ,5,Oregon State
2013,Colorado,6,Oregon
2013,Colorado,7,Arizona State
2013,Colorado  ,8,Charleston Southern
2013,Colorado,9,Arizona
2013,Colorado,10,UCLA
2013,Colorado  ,11,Washington
2013,Colorado,12,California
2013,Colorado,13,USC
2013,Colorado  ,14,Utah
2013,Colorado State,1,Colorado
2013,Colorado State,2,Tulsa
2013,Colorado State,3,Cal Poly
2013,Colorado State,4,Alabama
2013,Colorado State,5,UTEP
2013,Colorado State,6,na 
2013,Colorado State,7,San Jose State
